,election_year,place_(zz_=_exterior),municipality_name,municipality_code,gender_code,gender_description,educational_attainment_code,age_group_description,educational_attainment_description,quantity_of_voters
8070,2010,ZZ,EL SALVADOR,98469,1,FEMININO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,1
8071,2010,ZZ,EL SALVADOR,98469,1,FEMININO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,2
8072,2010,ZZ,EL SALVADOR,98469,1,FEMININO,8,21 A 24 ANOS,SUPERIOR COMPLETO,1
8073,2010,ZZ,EL SALVADOR,98469,1,FEMININO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,5
8074,2010,ZZ,EL SALVADOR,98469,1,FEMININO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8075,2010,ZZ,EL SALVADOR,98469,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,3
8076,2010,ZZ,EL SALVADOR,98469,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,2
8077,2010,ZZ,EL SALVADOR,98469,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,15
8078,2010,ZZ,EL SALVADOR,98469,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,10
8079,2010,ZZ,EL SALVADOR,98469,1,FEMININO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
8080,2010,ZZ,EL SALVADOR,98469,1,FEMININO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8081,2010,ZZ,EL SALVADOR,98469,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,2
8082,2010,ZZ,EL SALVADOR,98469,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,2
8083,2010,ZZ,EL SALVADOR,98469,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,2
8084,2010,ZZ,EL SALVADOR,98469,1,FEMININO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8085,2010,ZZ,EL SALVADOR,98469,1,FEMININO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
8086,2010,ZZ,EL SALVADOR,98469,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,4
8087,2010,ZZ,EL SALVADOR,98469,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,1
8088,2010,ZZ,EL SALVADOR,98469,1,FEMININO,2,45 A 59 ANOS,LE E ESCREVE,1
8089,2010,ZZ,EL SALVADOR,98469,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,22
8090,2010,ZZ,EL SALVADOR,98469,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,6
8091,2010,ZZ,EL SALVADOR,98469,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,3
8092,2010,ZZ,EL SALVADOR,98469,1,FEMININO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,1
8093,2010,ZZ,EL SALVADOR,98469,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,2
8094,2010,ZZ,EL SALVADOR,98469,1,FEMININO,8,70 A 79 ANOS,SUPERIOR COMPLETO,1
8095,2010,ZZ,EL SALVADOR,98469,1,FEMININO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,2
8096,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,1
8097,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,3
8098,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8099,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,1
8100,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,2
8101,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,6
8102,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,10
8103,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,1,35 A 44 ANOS,ANALFABETO,1
8104,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8105,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8106,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,3
8107,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,5
8108,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,1
8109,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,4
8110,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,6
8111,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
8112,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,3,60 A 69 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8113,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,2
8114,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,1
8115,2010,ZZ,EL SALVADOR,98469,1,MASCULINO,5,70 A 79 ANOS,ENSINO MEDIO INCOMPLETO,1
8116,2010,ZZ,BULGARIA,98620,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,1
8117,2010,ZZ,BULGARIA,98620,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,2
8118,2010,ZZ,BULGARIA,98620,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,2
8119,2010,ZZ,BULGARIA,98620,1,FEMININO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
8120,2010,ZZ,BULGARIA,98620,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,1
8121,2010,ZZ,BULGARIA,98620,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,1
8122,2010,ZZ,BULGARIA,98620,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,1
8123,2010,ZZ,BULGARIA,98620,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,1
8124,2010,ZZ,BULGARIA,98620,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,3
8125,2010,ZZ,BULGARIA,98620,1,MASCULINO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,1
8126,2010,ZZ,TAIWAN,2828,1,FEMININO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,1
8127,2010,ZZ,TAIWAN,2828,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,2
8128,2010,ZZ,TAIWAN,2828,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,5
8129,2010,ZZ,TAIWAN,2828,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,2
8130,2010,ZZ,TAIWAN,2828,1,FEMININO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
8131,2010,ZZ,TAIWAN,2828,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,3
8132,2010,ZZ,TAIWAN,2828,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,4
8133,2010,ZZ,TAIWAN,2828,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,1
8134,2010,ZZ,TAIWAN,2828,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,1
8135,2010,ZZ,TAIWAN,2828,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,1
8136,2010,ZZ,TAIWAN,2828,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,11
8137,2010,ZZ,TAIWAN,2828,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,3
8138,2010,ZZ,TAIWAN,2828,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,2
8139,2010,ZZ,TAIWAN,2828,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,4
8140,2010,ZZ,TAIWAN,2828,1,FEMININO,8,70 A 79 ANOS,SUPERIOR COMPLETO,1
8141,2010,ZZ,TAIWAN,2828,1,FEMININO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,1
8142,2010,ZZ,TAIWAN,2828,1,FEMININO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,1
8143,2010,ZZ,TAIWAN,2828,1,MASCULINO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,1
8144,2010,ZZ,TAIWAN,2828,1,MASCULINO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,1
8145,2010,ZZ,TAIWAN,2828,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,1
8146,2010,ZZ,TAIWAN,2828,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,2
8147,2010,ZZ,TAIWAN,2828,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,5
8148,2010,ZZ,TAIWAN,2828,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,2
8149,2010,ZZ,TAIWAN,2828,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,5
8150,2010,ZZ,TAIWAN,2828,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,2
8151,2010,ZZ,TAIWAN,2828,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,4
8152,2010,ZZ,TAIWAN,2828,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,3
8153,2010,ZZ,TAIWAN,2828,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,3
8154,2010,ZZ,TAIWAN,2828,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,4
8155,2010,ZZ,TAIWAN,2828,1,MASCULINO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
8156,2010,ZZ,TAIWAN,2828,1,MASCULINO,8,70 A 79 ANOS,SUPERIOR COMPLETO,1
8157,2010,ZZ,TAIWAN,2828,1,MASCULINO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,3
8158,2010,ZZ,TAIWAN,2828,1,MASCULINO,7,SUPERIOR A 79 ANOS,SUPERIOR INCOMPLETO,1
8159,2010,ZZ,JAPAO,11380,1,FEMININO,3,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8160,2010,ZZ,JAPAO,11380,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,2
8161,2010,ZZ,JAPAO,11380,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,2
8162,2010,ZZ,JAPAO,11380,1,FEMININO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
8163,2010,ZZ,JAPAO,11380,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,1
8164,2010,ZZ,JAPAO,11380,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,3
8165,2010,ZZ,JAPAO,11380,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,1
8166,2010,ZZ,JAPAO,11380,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,1
8167,2010,ZZ,JAPAO,11380,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,5
8168,2010,ZZ,JAPAO,11380,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,2
8169,2010,ZZ,JAPAO,11380,1,MASCULINO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,1
8170,2010,ZZ,JAPAO,11380,1,MASCULINO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,1
8171,2010,ZZ,JAPAO,11380,1,MASCULINO,4,21 A 24 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8172,2010,ZZ,JAPAO,11380,1,MASCULINO,3,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8173,2010,ZZ,JAPAO,11380,1,MASCULINO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,2
8174,2010,ZZ,JAPAO,11380,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,1
8175,2010,ZZ,JAPAO,11380,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8176,2010,ZZ,JAPAO,11380,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,3
8177,2010,ZZ,JAPAO,11380,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,1
8178,2010,ZZ,JAPAO,11380,1,MASCULINO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8179,2010,ZZ,JAPAO,11380,1,MASCULINO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,1
8180,2010,ZZ,JAPAO,11380,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,1
8181,2010,ZZ,JAPAO,11380,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
8182,2010,ZZ,JAPAO,11380,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,1
8183,2010,ZZ,JAPAO,11380,1,MASCULINO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
8184,2010,ZZ,IRA,29203,1,FEMININO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,1
8185,2010,ZZ,IRA,29203,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,1
8186,2010,ZZ,IRA,29203,1,FEMININO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8187,2010,ZZ,IRA,29203,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,3
8188,2010,ZZ,IRA,29203,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,1
8189,2010,ZZ,IRA,29203,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,4
8190,2010,ZZ,IRA,29203,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,3
8191,2010,ZZ,IRA,29203,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,5
8192,2010,ZZ,IRA,29203,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
8193,2010,ZZ,IRA,29203,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,1
8194,2010,ZZ,IRA,29203,1,FEMININO,8,70 A 79 ANOS,SUPERIOR COMPLETO,1
8195,2010,ZZ,IRA,29203,1,FEMININO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,1
8196,2010,ZZ,IRA,29203,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,2
8197,2010,ZZ,IRA,29203,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,1
8198,2010,ZZ,IRA,29203,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,2
8199,2010,ZZ,HONDURAS,29076,1,FEMININO,5,17 ANOS,ENSINO MEDIO INCOMPLETO,1
8200,2010,ZZ,HONDURAS,29076,1,FEMININO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,1
8201,2010,ZZ,HONDURAS,29076,1,FEMININO,8,18 A 20 ANOS,SUPERIOR COMPLETO,1
8202,2010,ZZ,HONDURAS,29076,1,FEMININO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,2
8203,2010,ZZ,HONDURAS,29076,1,FEMININO,8,21 A 24 ANOS,SUPERIOR COMPLETO,2
8204,2010,ZZ,HONDURAS,29076,1,FEMININO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,6
8205,2010,ZZ,HONDURAS,29076,1,FEMININO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
8206,2010,ZZ,HONDURAS,29076,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,10
8207,2010,ZZ,HONDURAS,29076,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,10
8208,2010,ZZ,HONDURAS,29076,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,5
8209,2010,ZZ,HONDURAS,29076,1,FEMININO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
8210,2010,ZZ,HONDURAS,29076,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,2
8211,2010,ZZ,HONDURAS,29076,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,1
8212,2010,ZZ,HONDURAS,29076,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,9
8213,2010,ZZ,HONDURAS,29076,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,4
8214,2010,ZZ,HONDURAS,29076,1,FEMININO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
8215,2010,ZZ,HONDURAS,29076,1,FEMININO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8216,2010,ZZ,HONDURAS,29076,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,6
8217,2010,ZZ,HONDURAS,29076,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,2
8218,2010,ZZ,HONDURAS,29076,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,19
8219,2010,ZZ,HONDURAS,29076,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
8220,2010,ZZ,HONDURAS,29076,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,2
8221,2010,ZZ,HONDURAS,29076,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,5
8222,2010,ZZ,HONDURAS,29076,1,FEMININO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,1
8223,2010,ZZ,HONDURAS,29076,1,FEMININO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,1
8224,2010,ZZ,HONDURAS,29076,1,MASCULINO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,2
8225,2010,ZZ,HONDURAS,29076,1,MASCULINO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,2
8226,2010,ZZ,HONDURAS,29076,1,MASCULINO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,1
8227,2010,ZZ,HONDURAS,29076,1,MASCULINO,3,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8228,2010,ZZ,HONDURAS,29076,1,MASCULINO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,3
8229,2010,ZZ,HONDURAS,29076,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,1
8230,2010,ZZ,HONDURAS,29076,1,MASCULINO,8,21 A 24 ANOS,SUPERIOR COMPLETO,1
8231,2010,ZZ,HONDURAS,29076,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,4
8232,2010,ZZ,HONDURAS,29076,1,MASCULINO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8233,2010,ZZ,HONDURAS,29076,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8234,2010,ZZ,HONDURAS,29076,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,3
8235,2010,ZZ,HONDURAS,29076,1,MASCULINO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,7
8236,2010,ZZ,HONDURAS,29076,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,7
8237,2010,ZZ,HONDURAS,29076,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,4
8238,2010,ZZ,HONDURAS,29076,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
8239,2010,ZZ,HONDURAS,29076,1,MASCULINO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
8240,2010,ZZ,HONDURAS,29076,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,2
8241,2010,ZZ,HONDURAS,29076,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,1
8242,2010,ZZ,HONDURAS,29076,1,MASCULINO,2,35 A 44 ANOS,LE E ESCREVE,1
8243,2010,ZZ,HONDURAS,29076,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,4
8244,2010,ZZ,HONDURAS,29076,1,MASCULINO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8245,2010,ZZ,HONDURAS,29076,1,MASCULINO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
8246,2010,ZZ,HONDURAS,29076,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,1
8247,2010,ZZ,HONDURAS,29076,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,6
8248,2010,ZZ,HONDURAS,29076,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,2
8249,2010,ZZ,HONDURAS,29076,1,MASCULINO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
8250,2010,ZZ,HONDURAS,29076,1,MASCULINO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,1
8251,2010,ZZ,ISRAEL,11347,1,FEMININO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,3
8252,2010,ZZ,ISRAEL,11347,1,FEMININO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,3
8253,2010,ZZ,ISRAEL,11347,1,FEMININO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,1
8254,2010,ZZ,ISRAEL,11347,1,FEMININO,8,21 A 24 ANOS,SUPERIOR COMPLETO,1
8255,2010,ZZ,ISRAEL,11347,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,2
8256,2010,ZZ,ISRAEL,11347,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,1
8257,2010,ZZ,ISRAEL,11347,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,7
8258,2010,ZZ,ISRAEL,11347,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,5
8259,2010,ZZ,ISRAEL,11347,1,FEMININO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8260,2010,ZZ,ISRAEL,11347,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,5
8261,2010,ZZ,ISRAEL,11347,1,FEMININO,2,35 A 44 ANOS,LE E ESCREVE,1
8262,2010,ZZ,ISRAEL,11347,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,18
8263,2010,ZZ,ISRAEL,11347,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,7
8264,2010,ZZ,ISRAEL,11347,1,FEMININO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,4
8265,2010,ZZ,ISRAEL,11347,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,8
8266,2010,ZZ,ISRAEL,11347,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,1
8267,2010,ZZ,ISRAEL,11347,1,FEMININO,2,45 A 59 ANOS,LE E ESCREVE,1
8268,2010,ZZ,ISRAEL,11347,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,43
8269,2010,ZZ,ISRAEL,11347,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,5
8270,2010,ZZ,ISRAEL,11347,1,FEMININO,4,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8271,2010,ZZ,ISRAEL,11347,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,3
8272,2010,ZZ,ISRAEL,11347,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,13
8273,2010,ZZ,ISRAEL,11347,1,FEMININO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
8274,2010,ZZ,ISRAEL,11347,1,FEMININO,4,70 A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
8275,2010,ZZ,ISRAEL,11347,1,FEMININO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,14
8276,2010,ZZ,ISRAEL,11347,1,FEMININO,5,70 A 79 ANOS,ENSINO MEDIO INCOMPLETO,1
8277,2010,ZZ,ISRAEL,11347,1,FEMININO,8,70 A 79 ANOS,SUPERIOR COMPLETO,8
8278,2010,ZZ,ISRAEL,11347,1,FEMININO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,2
8279,2010,ZZ,ISRAEL,11347,1,FEMININO,4,SUPERIOR A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8280,2010,ZZ,ISRAEL,11347,1,FEMININO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,2
8281,2010,ZZ,ISRAEL,11347,1,FEMININO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,5
8282,2010,ZZ,ISRAEL,11347,1,FEMININO,7,SUPERIOR A 79 ANOS,SUPERIOR INCOMPLETO,1
8283,2010,ZZ,ISRAEL,11347,1,MASCULINO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,1
8284,2010,ZZ,ISRAEL,11347,1,MASCULINO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,1
8285,2010,ZZ,ISRAEL,11347,1,MASCULINO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,4
8286,2010,ZZ,ISRAEL,11347,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,1
8287,2010,ZZ,ISRAEL,11347,1,MASCULINO,8,21 A 24 ANOS,SUPERIOR COMPLETO,1
8288,2010,ZZ,ISRAEL,11347,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,1
8289,2010,ZZ,ISRAEL,11347,1,MASCULINO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
8290,2010,ZZ,ISRAEL,11347,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,2
8291,2010,ZZ,ISRAEL,11347,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,5
8292,2010,ZZ,ISRAEL,11347,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,5
8293,2010,ZZ,ISRAEL,11347,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,1
8294,2010,ZZ,ISRAEL,11347,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,1
